time_sec,x,y,z,w
1744103554.311128,-1.9504341143243846,-0.4991956403459865,0.007842194889413009,"[-3.598773769564114e-05, 0.0033078016455450276, 0.01641481106439482, 0.9998597957368207]"
1744103554.3119512,-1.9504330052756613,-0.49919553788038307,0.007828422379668994,"[-3.919068613398924e-05, 0.0033028275177016827, 0.016415208393809163, 0.9998598055366893]"
1744103554.328708,-1.9504318012083068,-0.4991954637555441,0.007819879020157456,"[-4.0959882062510535e-05, 0.003302162223581948, 0.01641560396222167, 0.9998598011688902]"
1744103554.3667264,-1.9504305686763383,-0.4991953544383438,0.007822719773735509,"[-4.443068031312514e-05, 0.0033038467825545906, 0.016415993854054328, 0.9998597890545132]"
1744103554.4076679,-1.9504293202812644,-0.4991952773421395,0.00783731432692422,"[-4.6300221815969794e-05, 0.003307246932439459, 0.016416386140567896, 0.9998597712880049]"
1744103554.4445648,-1.950428113875539,-0.4991952302044896,0.007845246574984881,"[-4.668413194456898e-05, 0.003308431276768512, 0.016416782754011684, 0.9998597608400321]"
1744103554.4839835,-1.950426937606475,-0.49919520797261324,0.007837375687848109,"[-4.581970907100175e-05, 0.00330753718864994, 0.016417183718106472, 0.9998597572545193]"
1744103554.5232618,-1.9504257226773263,-0.49919520104562853,0.007816999398122377,"[-4.420183913674229e-05, 0.0033066436733104167, 0.016417587350822646, 0.9998597536551782]"
1744103554.5632658,-1.950424452805286,-0.49919520743454415,0.007825788058746199,"[-4.189947493706594e-05, 0.003310168951374344, 0.016417991675214346, 0.9998597354505782]"
1744103554.5992494,-1.9504232384882336,-0.49919521740807693,0.0078398051054545,"[-3.9448648383041646e-05, 0.0033117227843491187, 0.01641839905977409, 0.9998597237154409]"
1744103554.6363668,-1.950422087598046,-0.4991952212727587,0.007844635800593271,"[-3.732608486990941e-05, 0.003310002541855971, 0.01641880761237327, 0.9998597227844135]"
1744103554.675649,-1.9504209536340926,-0.4991951883215982,0.007840035811619238,"[-3.7056051803438443e-05, 0.0033066607809142134, 0.016419213113152708, 0.9998597271928069]"
1744103554.7135222,-1.950419829501549,-0.49919509189422,0.00782750521296115,"[-3.995196571175603e-05, 0.0033022673763939145, 0.01641961024832462, 0.9998597350795304]"
1744103554.7526646,-1.9504186088537325,-0.4991950236168374,0.007819193224154223,"[-4.141805738699202e-05, 0.0033023529601711767, 0.016420006124987143, 0.9998597282360793]"
1744103554.787258,-1.9504174061360284,-0.4991948839581359,0.007819483314410965,"[-4.642711161325186e-05, 0.0033026483860884564, 0.0164203940440027, 0.9998597206696552]"
1744103554.8234587,-1.950416190725045,-0.49919481282926703,0.007821509786329627,"[-4.8003037355525046e-05, 0.0033036379335321083, 0.016420786498010483, 0.9998597108809313]"
1744103554.8584676,-1.9504149877912778,-0.49919475845180294,0.00782423376739165,"[-4.875616636811755e-05, 0.003303954492986759, 0.016421181401805828, 0.9998597033128767]"
